Sexo	Nivel de formación alcanzado	Edad	Periodo	Total
Hombres	Analfabetos	De 16 a 19 años	2023	..
Hombres	Analfabetos	De 16 a 19 años	2022	..
Hombres	Analfabetos	De 16 a 19 años	2021	..
Hombres	Analfabetos	De 16 a 19 años	2020	..
Hombres	Analfabetos	De 16 a 19 años	2019	..
Hombres	Analfabetos	De 16 a 19 años	2018	..
Hombres	Analfabetos	De 16 a 19 años	2017	..
Hombres	Analfabetos	De 16 a 19 años	2016	..
Hombres	Analfabetos	De 16 a 19 años	2015	..
Hombres	Analfabetos	De 16 a 19 años	2014	..
Hombres	Analfabetos	De 20 a 24 años	2023	..
Hombres	Analfabetos	De 20 a 24 años	2022	0,1
Hombres	Analfabetos	De 20 a 24 años	2021	1
Hombres	Analfabetos	De 20 a 24 años	2020	1,5
Hombres	Analfabetos	De 20 a 24 años	2019	1,4
Hombres	Analfabetos	De 20 a 24 años	2018	0,2
Hombres	Analfabetos	De 20 a 24 años	2017	0,4
Hombres	Analfabetos	De 20 a 24 años	2016	0,1
Hombres	Analfabetos	De 20 a 24 años	2015	0,4
Hombres	Analfabetos	De 20 a 24 años	2014	0,1
Hombres	Analfabetos	De 25 a 29 años	2023	..
Hombres	Analfabetos	De 25 a 29 años	2022	0,9
Hombres	Analfabetos	De 25 a 29 años	2021	1,9
Hombres	Analfabetos	De 25 a 29 años	2020	0,5
Hombres	Analfabetos	De 25 a 29 años	2019	0,1
Hombres	Analfabetos	De 25 a 29 años	2018	0,2
Hombres	Analfabetos	De 25 a 29 años	2017	1,2
Hombres	Analfabetos	De 25 a 29 años	2016	1,5
Hombres	Analfabetos	De 25 a 29 años	2015	0,3
Hombres	Analfabetos	De 25 a 29 años	2014	0,3
Hombres	Analfabetos	De 30 a 34 años	2023	0,4
Hombres	Analfabetos	De 30 a 34 años	2022	3,1
Hombres	Analfabetos	De 30 a 34 años	2021	0,4
Hombres	Analfabetos	De 30 a 34 años	2020	0,9
Hombres	Analfabetos	De 30 a 34 años	2019	0,8
Hombres	Analfabetos	De 30 a 34 años	2018	1,2
Hombres	Analfabetos	De 30 a 34 años	2017	1,4
Hombres	Analfabetos	De 30 a 34 años	2016	1
Hombres	Analfabetos	De 30 a 34 años	2015	2,4
Hombres	Analfabetos	De 30 a 34 años	2014	3,1
Hombres	Analfabetos	De 35 a 39 años	2023	2,3
Hombres	Analfabetos	De 35 a 39 años	2022	2,5
Hombres	Analfabetos	De 35 a 39 años	2021	3
Hombres	Analfabetos	De 35 a 39 años	2020	1,5
Hombres	Analfabetos	De 35 a 39 años	2019	2,5
Hombres	Analfabetos	De 35 a 39 años	2018	3,4
Hombres	Analfabetos	De 35 a 39 años	2017	2,4
Hombres	Analfabetos	De 35 a 39 años	2016	4,4
Hombres	Analfabetos	De 35 a 39 años	2015	4,9
Hombres	Analfabetos	De 35 a 39 años	2014	2,7
Hombres	Analfabetos	De 40 a 44 años	2023	5,8
Hombres	Analfabetos	De 40 a 44 años	2022	8,1
Hombres	Analfabetos	De 40 a 44 años	2021	4,5
Hombres	Analfabetos	De 40 a 44 años	2020	4,7
Hombres	Analfabetos	De 40 a 44 años	2019	4,7
Hombres	Analfabetos	De 40 a 44 años	2018	3,6
Hombres	Analfabetos	De 40 a 44 años	2017	3,8
Hombres	Analfabetos	De 40 a 44 años	2016	3,7
Hombres	Analfabetos	De 40 a 44 años	2015	3,2
Hombres	Analfabetos	De 40 a 44 años	2014	4,7
Hombres	Analfabetos	De 45 a 49 años	2023	4,8
Hombres	Analfabetos	De 45 a 49 años	2022	11,3
Hombres	Analfabetos	De 45 a 49 años	2021	8,7
Hombres	Analfabetos	De 45 a 49 años	2020	6
Hombres	Analfabetos	De 45 a 49 años	2019	3,8
Hombres	Analfabetos	De 45 a 49 años	2018	3,2
Hombres	Analfabetos	De 45 a 49 años	2017	5,9
Hombres	Analfabetos	De 45 a 49 años	2016	2,7
Hombres	Analfabetos	De 45 a 49 años	2015	4,8
Hombres	Analfabetos	De 45 a 49 años	2014	4,1
Hombres	Analfabetos	De 50 a 54 años	2023	8,5
Hombres	Analfabetos	De 50 a 54 años	2022	8,4
Hombres	Analfabetos	De 50 a 54 años	2021	12,2
Hombres	Analfabetos	De 50 a 54 años	2020	4,7
Hombres	Analfabetos	De 50 a 54 años	2019	3,4
Hombres	Analfabetos	De 50 a 54 años	2018	3,6
Hombres	Analfabetos	De 50 a 54 años	2017	3,7
Hombres	Analfabetos	De 50 a 54 años	2016	5,2
Hombres	Analfabetos	De 50 a 54 años	2015	5
Hombres	Analfabetos	De 50 a 54 años	2014	3,2
Hombres	Analfabetos	De 55 a 59 años	2023	6
Hombres	Analfabetos	De 55 a 59 años	2022	6,9
Hombres	Analfabetos	De 55 a 59 años	2021	2,8
Hombres	Analfabetos	De 55 a 59 años	2020	3,4
Hombres	Analfabetos	De 55 a 59 años	2019	3,4
Hombres	Analfabetos	De 55 a 59 años	2018	3,6
Hombres	Analfabetos	De 55 a 59 años	2017	4,8
Hombres	Analfabetos	De 55 a 59 años	2016	4,1
Hombres	Analfabetos	De 55 a 59 años	2015	4,3
Hombres	Analfabetos	De 55 a 59 años	2014	1,8
Hombres	Analfabetos	De 60 a 64 años	2023	1,5
Hombres	Analfabetos	De 60 a 64 años	2022	3
Hombres	Analfabetos	De 60 a 64 años	2021	4,1
Hombres	Analfabetos	De 60 a 64 años	2020	2,1
Hombres	Analfabetos	De 60 a 64 años	2019	1,8
Hombres	Analfabetos	De 60 a 64 años	2018	2,8
Hombres	Analfabetos	De 60 a 64 años	2017	2,5
Hombres	Analfabetos	De 60 a 64 años	2016	1,7
Hombres	Analfabetos	De 60 a 64 años	2015	1,5
Hombres	Analfabetos	De 60 a 64 años	2014	1,1
Hombres	Analfabetos	De 65 a 69 años	2023	0,1
Hombres	Analfabetos	De 65 a 69 años	2022	0,4
Hombres	Analfabetos	De 65 a 69 años	2021	0,3
Hombres	Analfabetos	De 65 a 69 años	2020	1,2
Hombres	Analfabetos	De 65 a 69 años	2019	1,6
Hombres	Analfabetos	De 65 a 69 años	2018	1,1
Hombres	Analfabetos	De 65 a 69 años	2017	0,1
Hombres	Analfabetos	De 65 a 69 años	2016	0,5
Hombres	Analfabetos	De 65 a 69 años	2015	0
Hombres	Analfabetos	De 65 a 69 años	2014	0,1
Hombres	Analfabetos	70 y más años	2023	0,1
Hombres	Analfabetos	70 y más años	2022	..
Hombres	Analfabetos	70 y más años	2021	..
Hombres	Analfabetos	70 y más años	2020	0,1
Hombres	Analfabetos	70 y más años	2019	0,5
Hombres	Analfabetos	70 y más años	2018	0,1
Hombres	Analfabetos	70 y más años	2017	0,2
Hombres	Analfabetos	70 y más años	2016	0,2
Hombres	Analfabetos	70 y más años	2015	0,3
Hombres	Analfabetos	70 y más años	2014	..
Hombres	Estudios primarios incompletos	Total	2023	118,3
Hombres	Estudios primarios incompletos	Total	2022	114,8
Hombres	Estudios primarios incompletos	Total	2021	102,1
Hombres	Estudios primarios incompletos	Total	2020	102,7
Hombres	Estudios primarios incompletos	Total	2019	115,6
Hombres	Estudios primarios incompletos	Total	2018	119,2
Hombres	Estudios primarios incompletos	Total	2017	112,1
Hombres	Estudios primarios incompletos	Total	2016	119,9
Hombres	Estudios primarios incompletos	Total	2015	120,2
Hombres	Estudios primarios incompletos	Total	2014	121,4
Hombres	Estudios primarios incompletos	De 16 a 19 años	2023	..
Hombres	Estudios primarios incompletos	De 16 a 19 años	2022	0,3
Hombres	Estudios primarios incompletos	De 16 a 19 años	2021	0,2
Hombres	Estudios primarios incompletos	De 16 a 19 años	2020	0,5
Hombres	Estudios primarios incompletos	De 16 a 19 años	2019	0,4
Hombres	Estudios primarios incompletos	De 16 a 19 años	2018	0,4
Hombres	Estudios primarios incompletos	De 16 a 19 años	2017	0,4
Hombres	Estudios primarios incompletos	De 16 a 19 años	2016	0,1
Hombres	Estudios primarios incompletos	De 16 a 19 años	2015	0,4
Hombres	Estudios primarios incompletos	De 16 a 19 años	2014	0,5
Hombres	Estudios primarios incompletos	De 20 a 24 años	2023	0,9
Hombres	Estudios primarios incompletos	De 20 a 24 años	2022	3,4
Hombres	Estudios primarios incompletos	De 20 a 24 años	2021	3
Hombres	Estudios primarios incompletos	De 20 a 24 años	2020	1,8
Hombres	Estudios primarios incompletos	De 20 a 24 años	2019	2,3
Hombres	Estudios primarios incompletos	De 20 a 24 años	2018	1,8
Hombres	Estudios primarios incompletos	De 20 a 24 años	2017	2
Hombres	Estudios primarios incompletos	De 20 a 24 años	2016	2,8
Hombres	Estudios primarios incompletos	De 20 a 24 años	2015	2,7
Hombres	Estudios primarios incompletos	De 20 a 24 años	2014	2,4
Hombres	Estudios primarios incompletos	De 25 a 29 años	2023	4,8
Hombres	Estudios primarios incompletos	De 25 a 29 años	2022	4,6
Hombres	Estudios primarios incompletos	De 25 a 29 años	2021	4
Hombres	Estudios primarios incompletos	De 25 a 29 años	2020	5,4
Hombres	Estudios primarios incompletos	De 25 a 29 años	2019	2,6
Hombres	Estudios primarios incompletos	De 25 a 29 años	2018	4,7
Hombres	Estudios primarios incompletos	De 25 a 29 años	2017	5,2
Hombres	Estudios primarios incompletos	De 25 a 29 años	2016	5,6
Hombres	Estudios primarios incompletos	De 25 a 29 años	2015	5,6
Hombres	Estudios primarios incompletos	De 25 a 29 años	2014	5
Hombres	Estudios primarios incompletos	De 30 a 34 años	2023	5,5
Hombres	Estudios primarios incompletos	De 30 a 34 años	2022	8,4
Hombres	Estudios primarios incompletos	De 30 a 34 años	2021	5,4
Hombres	Estudios primarios incompletos	De 30 a 34 años	2020	6,6
Hombres	Estudios primarios incompletos	De 30 a 34 años	2019	8,7
Hombres	Estudios primarios incompletos	De 30 a 34 años	2018	10,1
Hombres	Estudios primarios incompletos	De 30 a 34 años	2017	8
Hombres	Estudios primarios incompletos	De 30 a 34 años	2016	8,1
Hombres	Estudios primarios incompletos	De 30 a 34 años	2015	6,8
Hombres	Estudios primarios incompletos	De 30 a 34 años	2014	8,7
Hombres	Estudios primarios incompletos	De 35 a 39 años	2023	14,5
Hombres	Estudios primarios incompletos	De 35 a 39 años	2022	12,8
Hombres	Estudios primarios incompletos	De 35 a 39 años	2021	12,8
Hombres	Estudios primarios incompletos	De 35 a 39 años	2020	12,7
Hombres	Estudios primarios incompletos	De 35 a 39 años	2019	14,6
Hombres	Estudios primarios incompletos	De 35 a 39 años	2018	12,4
Hombres	Estudios primarios incompletos	De 35 a 39 años	2017	15,8
Hombres	Estudios primarios incompletos	De 35 a 39 años	2016	15,9
Hombres	Estudios primarios incompletos	De 35 a 39 años	2015	14,3
Hombres	Estudios primarios incompletos	De 35 a 39 años	2014	12,8
Hombres	Estudios primarios incompletos	De 40 a 44 años	2023	19,7
Hombres	Estudios primarios incompletos	De 40 a 44 años	2022	18,9
Hombres	Estudios primarios incompletos	De 40 a 44 años	2021	17,2
Hombres	Estudios primarios incompletos	De 40 a 44 años	2020	14,6
Hombres	Estudios primarios incompletos	De 40 a 44 años	2019	15,2
Hombres	Estudios primarios incompletos	De 40 a 44 años	2018	15,4
Hombres	Estudios primarios incompletos	De 40 a 44 años	2017	18,3
Hombres	Estudios primarios incompletos	De 40 a 44 años	2016	15,5
Hombres	Estudios primarios incompletos	De 40 a 44 años	2015	17,7
Hombres	Estudios primarios incompletos	De 40 a 44 años	2014	11,5
Hombres	Estudios primarios incompletos	De 45 a 49 años	2023	23,4
Hombres	Estudios primarios incompletos	De 45 a 49 años	2022	15,5
Hombres	Estudios primarios incompletos	De 45 a 49 años	2021	18,1
Hombres	Estudios primarios incompletos	De 45 a 49 años	2020	15,5
Hombres	Estudios primarios incompletos	De 45 a 49 años	2019	17,2
Hombres	Estudios primarios incompletos	De 45 a 49 años	2018	17,1
Hombres	Estudios primarios incompletos	De 45 a 49 años	2017	14,2
Hombres	Estudios primarios incompletos	De 45 a 49 años	2016	17,8
Hombres	Estudios primarios incompletos	De 45 a 49 años	2015	19,5
Hombres	Estudios primarios incompletos	De 45 a 49 años	2014	15,2
Hombres	Estudios primarios incompletos	De 50 a 54 años	2023	20
Hombres	Estudios primarios incompletos	De 50 a 54 años	2022	18,4
Hombres	Estudios primarios incompletos	De 50 a 54 años	2021	12,4
Hombres	Estudios primarios incompletos	De 50 a 54 años	2020	11
Hombres	Estudios primarios incompletos	De 50 a 54 años	2019	15,2
Hombres	Estudios primarios incompletos	De 50 a 54 años	2018	16,2
Hombres	Estudios primarios incompletos	De 50 a 54 años	2017	14,3
Hombres	Estudios primarios incompletos	De 50 a 54 años	2016	17,4
Hombres	Estudios primarios incompletos	De 50 a 54 años	2015	15,2
Hombres	Estudios primarios incompletos	De 50 a 54 años	2014	18,8
Hombres	Estudios primarios incompletos	De 55 a 59 años	2023	12,3
Hombres	Estudios primarios incompletos	De 55 a 59 años	2022	13,9
Hombres	Estudios primarios incompletos	De 55 a 59 años	2021	11,1
Hombres	Estudios primarios incompletos	De 55 a 59 años	2020	14,8
Hombres	Estudios primarios incompletos	De 55 a 59 años	2019	16,8
Hombres	Estudios primarios incompletos	De 55 a 59 años	2018	19,3
Hombres	Estudios primarios incompletos	De 55 a 59 años	2017	16,4
Hombres	Estudios primarios incompletos	De 55 a 59 años	2016	16,7
Hombres	Estudios primarios incompletos	De 55 a 59 años	2015	20,6
Hombres	Estudios primarios incompletos	De 55 a 59 años	2014	25,3
Hombres	Estudios primarios incompletos	De 60 a 64 años	2023	10,9
Hombres	Estudios primarios incompletos	De 60 a 64 años	2022	14,3
Hombres	Estudios primarios incompletos	De 60 a 64 años	2021	13,7
Hombres	Estudios primarios incompletos	De 60 a 64 años	2020	14,6
Hombres	Estudios primarios incompletos	De 60 a 64 años	2019	17,7
Hombres	Estudios primarios incompletos	De 60 a 64 años	2018	16
Hombres	Estudios primarios incompletos	De 60 a 64 años	2017	14,1
Hombres	Estudios primarios incompletos	De 60 a 64 años	2016	16,9
Hombres	Estudios primarios incompletos	De 60 a 64 años	2015	14,2
Hombres	Estudios primarios incompletos	De 60 a 64 años	2014	17,4
Hombres	Estudios primarios incompletos	De 65 a 69 años	2023	5,3
Hombres	Estudios primarios incompletos	De 65 a 69 años	2022	3,2
Hombres	Estudios primarios incompletos	De 65 a 69 años	2021	2,7
Hombres	Estudios primarios incompletos	De 65 a 69 años	2020	4,4
Hombres	Estudios primarios incompletos	De 65 a 69 años	2019	3,6
Hombres	Estudios primarios incompletos	De 65 a 69 años	2018	2,9
Hombres	Estudios primarios incompletos	De 65 a 69 años	2017	2,6
Hombres	Estudios primarios incompletos	De 65 a 69 años	2016	2,5
Hombres	Estudios primarios incompletos	De 65 a 69 años	2015	2,1
Hombres	Estudios primarios incompletos	De 65 a 69 años	2014	2,7
Hombres	Estudios primarios incompletos	70 y más años	2023	1
Hombres	Estudios primarios incompletos	70 y más años	2022	1
Hombres	Estudios primarios incompletos	70 y más años	2021	1,6
Hombres	Estudios primarios incompletos	70 y más años	2020	0,8
Hombres	Estudios primarios incompletos	70 y más años	2019	1,3
Hombres	Estudios primarios incompletos	70 y más años	2018	2,8
Hombres	Estudios primarios incompletos	70 y más años	2017	0,8
Hombres	Estudios primarios incompletos	70 y más años	2016	0,5
Hombres	Estudios primarios incompletos	70 y más años	2015	0,9
Hombres	Estudios primarios incompletos	70 y más años	2014	1,1
Hombres	Educación primaria	Total	2023	482,2
Hombres	Educación primaria	Total	2022	462,3
Hombres	Educación primaria	Total	2021	466,3
Hombres	Educación primaria	Total	2020	464,7
Hombres	Educación primaria	Total	2019	535,9
Hombres	Educación primaria	Total	2018	564,4
Hombres	Educación primaria	Total	2017	589,8
Hombres	Educación primaria	Total	2016	594,6
Hombres	Educación primaria	Total	2015	607,5
Hombres	Educación primaria	Total	2014	619,6
Hombres	Educación primaria	De 16 a 19 años	2023	4,5
Hombres	Educación primaria	De 16 a 19 años	2022	7,8
Hombres	Educación primaria	De 16 a 19 años	2021	5,9
Hombres	Educación primaria	De 16 a 19 años	2020	5,2
Hombres	Educación primaria	De 16 a 19 años	2019	7
Hombres	Educación primaria	De 16 a 19 años	2018	5,4
Hombres	Educación primaria	De 16 a 19 años	2017	5,6
Hombres	Educación primaria	De 16 a 19 años	2016	7
