Comunidades y Ciudades Autónomas	Sectores de actividad	Tipo de indicador	Componentes del coste	Periodo	Total
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2018	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2017	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2016	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2015	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2014	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2013	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2012	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2011	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2010	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2009	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2008	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2023	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2022	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2021	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2020	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2019	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2018	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2017	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2016	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2015	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2014	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2013	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2012	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2011	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2010	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2009	..
06 Cantabria	Construcción	Porcentaje sobre el coste total bruto	Coste total neto	2008	..
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2023	31.500,36
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2022	30.342,6
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2021	29.091,47
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2020	28.415,1
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2019	28.808,07
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2018	28.200,95
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2017	27.614,01
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2016	27.490,12
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2015	26.038,78
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2014	25.975,77
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2013	25.420,77
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2012	25.906,13
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2011	26.956,7
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2010	26.898,12
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2009	26.673,98
06 Cantabria	Servicios	Valor absoluto	Coste total bruto	2008	26.088,97
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2023	23.310,33
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2022	22.495,95
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2021	21.355,1
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2020	20.975,65
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2019	21.464,65
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2018	20.978,21
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2017	20.485,18
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2016	20.566,46
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2015	19.355,25
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2014	19.303,09
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2013	18.739,1
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2012	18.879,65
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2011	19.715,48
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2010	19.699,32
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2009	19.634,83
06 Cantabria	Servicios	Valor absoluto	Sueldos y salarios	2008	19.074,72
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2023	7.646,28
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2022	7.254,72
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2021	6.891,3
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2020	6.688,2
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2019	6.772,41
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2018	6.513,81
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2017	6.296,01
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2016	6.302,88
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2015	6.086,25
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2014	6.079,11
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2013	5.935,83
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2012	6.009,54
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2011	6.132,48
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2010	6.070,17
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2009	5.994,12
06 Cantabria	Servicios	Valor absoluto	Cotizaciones obligatorias	2008	5.931,54
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2023	85,44
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2022	82,68
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2021	76,59
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2020	72,49
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2019	104,62
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2018	84,1
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2017	91,54
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2016	82,79
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2015	73,67
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2014	72,22
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2013	99,52
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2012	104,78
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2011	115,4
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2010	122,84
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2009	164,12
06 Cantabria	Servicios	Valor absoluto	Cotizaciones voluntarias	2008	168,51
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2023	203,67
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2022	278,58
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2021	262,57
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2020	302,97
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2019	252,4
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2018	264,6
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2017	169,4
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2016	184,27
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2015	181,62
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2014	199,49
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2013	159,04
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2012	333,91
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2011	443,35
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2010	426,91
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2009	465,2
06 Cantabria	Servicios	Valor absoluto	Prestaciones sociales directas	2008	442,49
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2023	93,96
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2022	145,29
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2021	294,6
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2020	177,03
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2019	90,06
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2018	149,55
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2017	340,71
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2016	139,44
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2015	157,17
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2014	101,97
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2013	150,15
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2012	302,04
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2011	288,81
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2010	234,69
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2009	141,15
06 Cantabria	Servicios	Valor absoluto	Indemnizaciones por despido	2008	103,02
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2023	45,45
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2022	45,04
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2021	40,64
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2020	34,26
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2019	52,64
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2018	53,37
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2017	77,4
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2016	75,95
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2015	53,63
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2014	46,76
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2013	90,84
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2012	47,37
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2011	48,9
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2010	63,48
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2009	47,68
06 Cantabria	Servicios	Valor absoluto	Gastos en formación profesional	2008	71,12
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2023	1,31
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2022	1,97
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2021	0,49
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2020	0,97
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2019	1,15
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2018	5,92
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2017	2,97
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2016	3,42
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2015	3,43
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2014	3,24
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2013	3,81
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2012	1,46
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2011	2,12
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2010	2,76
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2009	2,82
06 Cantabria	Servicios	Valor absoluto	Gastos en transporte	2008	4,27
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2023	3,3
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2022	5,63
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2021	5,62
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2020	6,04
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2019	6,22
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2018	5,37
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2017	8,29
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2016	6,21
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2015	8,18
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2014	4,77
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2013	7,84
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2012	6,95
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2011	7,76
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2010	10,96
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2009	18,75
06 Cantabria	Servicios	Valor absoluto	Gastos de carácter social	2008	16,26
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2023	110,62
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2022	32,74
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2021	164,56
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2020	157,49
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2019	63,92
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2018	146,02
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2017	142,51
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2016	128,7
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2015	119,58
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2014	165,12
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2013	234,64
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2012	220,43
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2011	202,4
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2010	266,99
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2009	205,31
06 Cantabria	Servicios	Valor absoluto	Resto de costes	2008	277,04
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2023	280,28
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2022	210,77
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2021	229,09
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2020	211,99
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2019	209,45
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2018	249,96
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2017	263,22
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2016	326,07
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2015	303,64
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2014	383,91
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2013	307,66
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2012	289,29
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2011	351,9
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2010	260,52
06 Cantabria	Servicios	Valor absoluto	Subvenciones y deducciones	2009	226,91
