Rama de actividad - CNAE2009	Sexo	Tipo de dato	Periodo	Total
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Valor absoluto	2009	241
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Valor absoluto	2008	319,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2023	1,8
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2022	1,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2021	2,1
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2020	2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2019	1,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2018	1,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2017	1,8
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2016	2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2015	1,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2014	1,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2013	2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2012	2,2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2011	2,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2010	2,2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2009	2,2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Hombres	Porcentaje	2008	2,7
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2023	29,6
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2022	32,8
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2021	33,2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2020	36,2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2019	30,5
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2018	29,1
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2017	27,8
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2016	24,9
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2015	29,2
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2014	21,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2013	21,6
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2012	27,7
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2011	30,6
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2010	31,5
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2009	38,1
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Valor absoluto	2008	54,5
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2023	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2022	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2021	0,4
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2020	0,4
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2019	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2018	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2017	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2016	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2015	0,4
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2014	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2013	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2012	0,3
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2011	0,4
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2010	0,4
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2009	0,5
25 Fabricación de productos metálicos, excepto maquinaria y equipo	Mujeres	Porcentaje	2008	0,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2023	45,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2022	47,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2021	36,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2020	38,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2019	46,7
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2018	43,9
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2017	41
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2016	36,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2015	32,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2014	36,7
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2013	41,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2012	44,7
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2011	51,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2010	50,4
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2009	53,8
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Valor absoluto	2008	56,9
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2023	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2022	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2021	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2020	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2019	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2018	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2017	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2016	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2015	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2014	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2013	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2012	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2011	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2010	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2009	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Ambos sexos	Porcentaje	2008	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2023	28,9
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2022	31,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2021	23,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2020	23,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2019	31
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2018	28,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2017	29,9
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2016	25,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2015	22,8
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2014	26,4
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2013	32,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2012	30,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2011	37,7
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2010	37,9
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2009	36,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Valor absoluto	2008	40,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2023	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2022	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2021	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2020	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2019	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2018	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2017	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2016	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2015	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2014	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2013	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2012	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2011	0,4
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2010	0,4
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2009	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Hombres	Porcentaje	2008	0,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2023	16,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2022	16,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2021	13
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2020	15,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2019	15,8
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2018	15,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2017	11,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2016	10,8
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2015	9,8
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2014	10,3
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2013	9,4
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2012	14,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2011	13,7
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2010	12,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2009	17,6
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Valor absoluto	2008	16,7
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2023	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2022	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2021	0,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2020	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2019	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2018	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2017	0,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2016	0,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2015	0,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2014	0,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2013	0,1
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2012	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2011	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2010	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2009	0,2
26 Fabricación de productos informáticos, electrónicos y ópticos	Mujeres	Porcentaje	2008	0,2
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2023	80,6
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2022	78,6
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2021	79,2
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2020	72
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2019	69,2
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2018	72,8
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2017	72,3
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2016	66,7
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2015	64,9
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2014	65,1
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2013	74,4
27 Fabricación de material y equipo eléctrico	Ambos sexos	Valor absoluto	2012	67,7
